candidate_id,source_family,source_file,PSP,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,matched_result_rows,matched_result_indices,stat_types,conversion_methods,D_candidate,N_candidate,N_candidate_basis,positive_original,result_text_examples
vandenakker_psp_429_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,429,The woman who wasn't there: Converging evidence that subliminal social comparison affects self-evaluation,doi.org/10.1016/j.jesp.2017.05.005,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,3,1;2;3,t,t_df_to_d,0.2885342830935783,127.0,PvNP_Data.NOriginal_publication_sample_size,0.0833333333333333,"On body appearance anxiety, we found a significant effect of the linear contrast, ß = 0.19, t(124) =2.15, p= 0.033, and no effect of the residual contrast, ß =-0.07, t(124) =-0.89, p =0.37. Consistent with our (pre-registered) hypothesis, participants in the ultra-thin condition, compared to those in the no-models condition, reported greater body appearance anxiety. || On the discrepancy index, we found no effect of the linear contrast, β = 0.14, t(123) =1.60, p = 0.11, and no effect of the residual contrast, β = −0.12, t(123) = −1.38, p = 0.17 || On the desire for thinness, we found no significant effects of the linear contrast, β = 0.06, t(124) = 0.76, p =0.44, or of the residual contrast, β = −0.06, t(124) = −0.69, p = 0.49."
vandenakker_psp_432_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,432,Think it through before making a choice? Processing mode does not influence social mindfulness,doi.org/10.1016/j.jesp.2017.09.001,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,7,reported_d_or_dz,reported_d_or_dz,0.21,407.0,PvNP_Data.NOriginal_publication_sample_size,0.25,"First, in line with H3a – and further supporting the intentional nature of social mindfulness (as opposed to guessing) – the skill induction indeed resulted in higher levels of social mindfulness as evidenced by an independent-samples t-test, t (405) = 2.09, p= 0.037, d = 0.21 (see Table 5)."
vandenakker_psp_433_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,433,Three- to Four-Year-Old Children Rapidly Adapt Their Predictions and Use Them to Learn Novel Word Meanings,doi.org/10/gdvj7x,Child Development,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.941,45.0,PvNP_Data.NOriginal_publication_sample_size,0.5,"The cluster-based analysis revealed a marginally significant cluster (p = .054), between 3,360 ms and 5,100 ms after the beginning of the trial, coinciding with the first repetition of the target word during the test (see Figure 3): during that time-window, children from the verb condition looked more at the action video than children from the noun condition. The mixed-effects regression conducted on the average overall looking time per participants found a large effect of condition: Children fr || The mixed-effects regression conducted on the average overall looking time per participants found a large effect of condition: Children from the verb condition (M = .602, SD = 0.117), were significantly more likely to look at the action video than children from the noun condition (M = .482, SD = 0.139, b = .189, SE = .06, t = 3.142, p = .003, Cohen’s d = .941), suggesting that children from the verb condition were more likely to interpret the novel word as referring to the action than children i"
vandenakker_psp_434_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,434,Training articulation sequences: A first systematic modulation of the articulatory in–out effect,doi.org/10/gfrkzs,"Journal of Experimental Psychology: Learning, Memory, and Cognition",paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.42,198.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"However, the predicted interaction was significant, F(1, 196) = 20.87, p = .001, =p 2 = .096, 90% CI [.040, .165]. As can be seen in Figure 3, participants who had rehearsed 120 inward words liked inward words more (M = 4.69, SE = 0.14) than outward words (M = 4.36, SE= 0.14), t(102) = 4.26, p = .001, d = 0.42, 95% CI [0.22, 0.62] || However, the predicted interaction was significant, F(1, 196) 20.87, p .001, p 2 .096, 90% CI [.040, .165]. As can be seen in Figure 3, participants who had rehearsed 120 inward words liked inward words more (M 4.69, SE 0.14) than outward words (M 4.36, SE 0.14), t(102) 4.26, p .001, d = 0.42, 95% CI [0.22, 0.62]."
vandenakker_psp_437_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,437,Tribalism can corrupt: Why people denounce or protect immoral group members,doi.org/10.1016/j.jesp.2019.103874,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;2;3;7,t,t_df_to_d,0.24324026238005592,520.0,PvNP_Data.NOriginal_publication_sample_size,0.125,"Strongly fused (+1 SD) individuals did not show this effect (p=.70). [Deeply aligned = strongly fused, thus no support] (...) Simple effects analyses paralleled our findings form Study 2a. [Interaction = PARTIAL SUPPORT] In Study 2a, we found a significant interaction of fusion and publicness of transgression (β=0.13, t(515)=2.22, p=.03, f=0.10). (...) In Study 2b, a marginally significant interaction effect of fusion and publicness of transgression emerged, (β=0.12, t(441)=1.85, p=.07, f=0.09). || Simple effects analyses indicated that weakly fused individuals (−1 SD) were more likely to endorse public punishment after private transgressions than public transgressions (β=−0.34, t(515)=−2.76, p=.006) [PARTIAL SUPPORT] In Study 2a, we found a significant interaction of fusion and publicness of transgression (ß=0.13, t(515)=2.22, p=.03, f=0.10). Simple effects analyses indicated that weakly fused individuals (−1 SD) were more likely to endorse public punishment after private transgressions t || Simple effects analyses indicated that weakly fused individuals (-1 SD) were more likely to endorse public punishment after private trans gressions than public transgressions (ß=-0.34, t(515)=-2.76, p=.006) Study 2a, we found a significant interaction of fusion and publicness of transgression (ß=0.13, t(515)=2.22, p=.03, f=0.10). Simple effects analyses indicated that weakly fused individuals (-1 SD) were more likely to endorse public punishment after private transgressions than public transgres"
vandenakker_psp_438_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,438,Understanding dehumanization: The role of agency and communion,doi.org/10.1016/j.jesp.2018.04.003,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,reported_d_or_dz,reported_d_or_dz,0.58,182.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"As expected for Contrast 1, the highly agentic dot received higher ratings on the humanness thermometer than the dots with low levels of agency t(179)=3.90, p &lt; .001, Cohen's d=0.58."
vandenakker_psp_442_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,442,Undervaluing Gratitude: Expressers Misunderstand the Consequences of Showing Appreciation,doi.org/10.1177/0956797618772506,Psychological Science,paper_median_matched_preregistered_result_ready,True,,5,1;2;3;4;6,r; reported_d_or_dz,r_to_d; reported_d_or_dz,0.6755205294731985,78.0,PvNP_Data.NOriginal_publication_sample_size,0.666666666666667,"Expressers also significantly undervalued the positive impact of their gratitude on recipients, replicating the primary results from Experiments 1 and 2. That is, expressers significantly underestimated how surprised recipients would be to receive the letter, paired-samples t(77) = 3.28, p &lt; .01, d = 0.37; || and overestimated how awkward recipients would feel, paired-samples t(77) = −2.80, p &lt; .01, d = 0.32 (see Fig. 3). || underestimated how positive recipients would feel, paired-samples t(77) = 8.43, p &lt; .0001, d = 0.96"
vandenakker_psp_445_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,445,Unexpected Gains: Being Overweight Buffers Asian Americans From Prejudice Against Foreigners,doi.org/10.1177/0956797617720912,Psychological Science,paper_median_matched_preregistered_result_ready,True,,2,1;2,reported_d_or_dz,reported_d_or_dz,0.5,379.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"and a significant interaction between country-of-origin weight and target’s weight, F(1, 376) = 72.86, p &lt; .001. Participants who read that people in the country of origin were of normal weight rated the overweight person as more American (M = 4.30, SD = 1.15) than the normal-weight person (M = 3.36, SD = 1.20), F(1, 376) = 60.86, p &lt; .001, d = 0.80. || However, participants who read about a stereotypically overweight country rated the overweight person as less American (M = 3.61, SD = 1.17) than the normalweight person (M = 3.84, SD = 1.14), F(1, 363) = 3.91, p = .049, d = 0.20 (see Fig. 3)."
vandenakker_psp_446_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,446,Unhealthy and unaware? Misjudging social comparative standing for health-relevant behavior,doi.org/10.1016/j.jesp.2019.103873,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,4,1;3;5;7,F; reported_d_or_dz; t,F_1_df_to_d; reported_d_or_dz; t_df_to_d,1.369578707887476,112.0,PvNP_Data.NOriginal_publication_sample_size,0.375,"The predicted main effect of rarity/commonness was also significant, F(1, 111)=223.51, p &lt; .001, ηp 2=0.668, 95% CI of the difference [15.88, 20.84]. Percentile estimates were higher for behaviors in the common set (M=58.76, SD=9.71) than for behaviors in the uncommon set (M=40.39, SD=10.89). In fact, the means for the two sets were significantly above and below the 50th percentile, respectively, t(111)=9.55, p &lt; .001, d=0.90, 95% CI [6.94, 10.57] and t(111)=−9.34, p &lt; .001, d=−0.88, 95 || The predicted main effect of rarity/commonness was also sig 2 nificant, F(1, 111)=223.51, p &lt; .001, .p 0.668, 95% CI of the difference [15.88, 20.84]. Percentile estimates were higher for beha viors in the common set (M=58.76, SD=9.71) than for behaviors in the uncommon set (M=40.39, SD=10.89). In fact, the means for the two sets were significantly above and below the 50th percentile, re spectively, t(111)=9.55, p &lt; .001, d=0.90, 95% CI [6.94, 10.57] and t(111)=-9.34, p &lt; .001, d=-0.88, || The most unhealthy quartile of participants on a given behavior—those who were in the bottom quartile and whose actual percentiles necessarily centered around 12.5—significantly overestimated their percentiles (Mestimate=37.53, SD=20.12), t(9)=3.943, p=.003, drm=1.79, 95% CI [10.71, 39.52]."
vandenakker_psp_448_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,448,Unintended effects of measuring implicit processes: The case of death-thought accessibility in mortality salience studies,doi.org/10/gcs2ws,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,3,1;2;3,F,F_1_df_to_d,0.18264466419546277,264.0,PvNP_Data.NOriginal_publication_sample_size,0.333333333333333,"When examining the positive traits, this analysis revealed no significant main effects, fragment task: F(1, 259) = 2.16, p = .143, ηp 2 = 0.01, delay: F (1, 259) =0.64, p =.425, ηp 2= 0.00, and the interaction was also non-significant, F(1, 259) =0.30, p =.584, ηp 2= 0.00. The same analyses conducted on negative traits also revealed no significant main effects, fragment task: F(1, 259) = 0.81, p = .370, ηp 2 = 0.00, delay: F (1, 259) = 0.02, p = .897, ηp 2= 0.00, and the interaction was nonsigni || [positive traits] delay: F (1, 259) =0.64, p =.425, ηp2= 0.00 [negative traits] delay: F (1, 259) = 0.02, p = .897, ηp2= 0.00 || [positive traits] fragment task: F(1, 259) = 2.16, p = .143, ηp2 = 0.01, [negative traits] F(1, 259) = 0.81, p = .370, ηp2 = 0.00,"
vandenakker_psp_449_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,449,Unite against: A common threat invokes spontaneous decategorization between social categories,doi.org/10.1016/j.jesp.2019.103890,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,1.1878169433498964,101.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Confirming our predictions, there was a significant interaction of error type and condition, in that the difference between intra- and inter-category errors, signifying categorization, was significantly lower in the common threat condition (M=2.24, SD=6.29) than in the neutral control condition (M=9.65, SD=6.31), F(1,99)=34.92, p &lt; .001, ηp2=0.26.5"
vandenakker_psp_451_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,451,Using Behavioral Science To Inform Policies Limiting Sugary-Drink Portions: Reply to Wilson and Stolarz-Fantino (2018),doi.org/10.1177/0956797619851731,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,6,1;2;3;4;5;6,F,F_1_df_to_d,0.04062222318511938,610.0,PvNP_Data.NOriginal_publication_sample_size,0.0,"results showed that bundling drinks larger than 16 oz into two smaller containers made them less, not more, appealing to consumers—main effect of bundling: F(1, 606) = 25.27, p &lt; .001, η2 = .04 (typical portion: M = 19.24 oz, SD = 10.91; bundled: M = 15.16 oz, SD = 9.04). || results showed that bundling drinks larger than 16 oz into two smaller containers made them less, not more, appealing to consumers—main effect of bundling: F(1, 606) = 25.27, p &lt; .001, η2 = .04 (typical portion: M = 19.24 oz, SD = 10.91; bundled: M = 15.16 oz, SD = 9.04). || Consistent with our prediction that using nonlinear pricing would not change our results, and inconsistent with Wilson and Stolarz-Fantino’s (2018) contention that it would, results showed no interaction between menu type (bundled vs. regular) and pricing (linear vs. nonlinear), F(1, 606) = 0.25, p = .62, η2 = .00, Bayes factor = 0.14 (Fig. 1)."
vandenakker_psp_452_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,452,Using more different and more familiar targets improves the detection of concealed information,doi.org/10/gdhfqj,Acta Psychologica,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.613960540518323,499.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"and a significant two-way interaction between item and the number of different targets, F(1,353)=5.33, p=.022, np2=.01. || There was a significant two-way interaction between item and familiarity, F(1,353)=85.13, p &lt; .001, np2 = .19"
vandenakker_psp_453_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,453,Validating a Standardized Approach to the Taylor Aggression Paradigm,doi.org/10/gdm877,Social Psychological and Personality Science,paper_median_matched_preregistered_result_ready,True,,6,1;2;4;6;7;8,r; reported_d_or_dz,r_to_d; reported_d_or_dz,0.3450770075511266,177.0,PvNP_Data.NOriginal_publication_sample_size,0.6,"TAP scores were unassociated with trait physical aggression, r(175) = .11 [-.04, .25], p = .139 || TAP scores were positively associated with the amount of hot sauce participants gave to their partner, r(175) = .18 [.03, .32], p = .016 (Figure 2) || TAP scores were (...) positively associated with revengeful aggression motivations, r(175) =.41 [.28, .56], p &lt; .001."
vandenakker_psp_457_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,457,Visual Motion Prediction and Verbal False Memory Performance in Autistic Children,doi.org/10/ggb78f,Autism Research,paper_median_matched_preregistered_result_ready,True,,2,5;6,reported_d_or_dz,reported_d_or_dz,0.35,60.0,PvNP_Data.NOriginal_publication_sample_size,0.1,"Our second hypothesis was that autistic children would be less prone to false memories than typically developing children. A one-sided independent samples t-test on false memory d' (i.e., discrimination of true listed items vs. lure items; Fig. 3A) found a non-significant difference between the two groups (typically developing: M =1.66, SD=.89; autistic: M=2.05, SD=1.02), t(58)=1.55, one-sided P=0.06, d=.40. || Finally, Figure 3B shows the proportion of lures correctly rejected. Most children, in both groups, demonstrated false memories for at least one critical lure item. Here too, the groups did not differ significantly (typically developing: M = 0.51, SD=0.26; autistic: M=0.58, SD=.25), t(58)=1.16, one-sided P=0.13, d=0.30, corresponding to a BF01 of 1.20 suggesting weak evidence in favor of the null hypothesis."
vandenakker_psp_458_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,458,Visually Entrained Theta Oscillations Increase for Unexpected Events in the Infant Brain,doi.org/10.1177/0956797619876260,Psychological Science,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.852341766245493,38.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"To test for the effect of unexpected outcomes, we entered the posterior SSVEP for the outcome stimulus (3 s–4 s) into a Frequency (theta, alpha) × Outcome (expected, unexpected) repeated measures ANOVA. We found a significant main effect of outcome, F(1, 37) = 6.72, p = .014, ηp 2 = .154,"
vandenakker_psp_459_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,459,Wealthy Whites and poor Blacks: Implicit associations between racial groups and wealth predict explicit opposition toward helping the poor,doi.org/10.1016/j.jesp.2018.11.006,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,1,1,F,F_1_df_to_d,0.9912843326206531,243.0,PvNP_Data.NOriginal_publication_sample_size,0.166666666666667,"Consistent with our hypothesis, participants were significantly more likely to think the Chinese ideographs meant ‘poor’ when preceded by a Black prime (M=0.63, SD=0.27, 95% CI: [0.60, 0.67]) than when preceded by a White prime (M=0.49, SD=0.24, 95% CI: [0.46, 0.52]), F(1, 242)=59.45, p &lt; .001, ηp 2=0.20."
vandenakker_psp_462_matched_result_median,van den Akker matched preregistered-result paper medians,data/raw/corpus_candidates/vandenakker_pqnvr/Data_SHR.xlsx; data/raw/corpus_candidates/vandenakker_pqnvr/PvNP_Data.xlsx,462,What did they say? How subgroup stereotypes influence memory for superordinate groups,doi.org/10.1016/j.jesp.2019.02.007,Journal of Experimental Social Psychology,paper_median_matched_preregistered_result_ready,True,,2,1;2,F,F_1_df_to_d,0.6379052256590135,106.0,PvNP_Data.NOriginal_publication_sample_size,1.0,"Confusions with the superordinate group were significantly predicted by an interaction between participant group and type of confusion, F(1,104)=10.58, p=.002, ηp2=0.09. Simple comparisons showed that significantly more confusions between the superordinate group and the Android stimulus persons were made more often by Android users (M=2.33, SE=0.19) than by iPhone users (M=1.76, SE=0.20), F=4.08, p=.046, ηp2=0.04. || Confusions with the superordinate group were significantly predicted by an interaction between participant group and type of confusion, F(1,104)=10.58, p=.002, ηp2=0.09. Simple comparisons showed that significantly more confusions between iPhone and superordinate group members were made by iPhone users (M=2.02, SE=0.21) than by participants Android smartphone users (M=1.40, SE=0.20), F=4.59, p=.034, ηp2=0.04."
